Accommodation,Agent company name,Country,Course,Course Fee After Scholarships,Course Scholarships Applied,CourseFee,Dependant Children,Dependant Partner,Nationality,Recorded Video Interview,Student Deposit Amount,Uni Deposit Amount,University,age,dataset_year,email_proxy,first_name_proxy,last_name_proxy
,Kaplan International Colleges,China,BSc Business and Management,18250.0,0,18250.0,No,No,Chinese,Failed,3000.0,0.0,missing,20.4,2023,email_01378,fname_00327,lname_01084
,Leverage Edu,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,34.9,2023,email_00862,fname_00747,lname_00645
,D'Educationist Pvt Ltd,Pakistan,MSc International Business,23500.0,0,23500.0,No,No,Pakistani,Passed,3000.0,0.0,missing,23.7,2023,email_01328,fname_01146,lname_00287
Arranged - private student accommodation,Leverage Edu,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,30.0,2023,email_00316,fname_00246,lname_00245
Arranged - private student accommodation,The Chopras (TC Global),India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.0,2023,email_01384,fname_01196,lname_00601
,SI-UK,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,24.2,2023,email_00120,fname_00065,lname_00505
Not arranged - considering private student accommodation,IDP Education,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,0.0,0.0,missing,21.0,2023,email_01189,fname_01032,lname_00000
,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.8,2023,email_01181,fname_01155,lname_00925
,Bridge House Counselling,Nigeria,BSc Business and Management,18250.0,0,18250.0,No,No,Nigerian,Passed,0.0,0.0,missing,17.9,2023,email_00314,fname_00244,lname_00332
Arranged - university accommodation,On Campus (Aston),United Kingdom,BSc Business and Supply Chain Management,18150.0,0,18150.0,No,No,Yemenese,Passed,3000.0,0.0,missing,21.6,2023,email_01253,fname_01080,lname_00059
Not arranged - considering private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,4015.0,0.0,missing,25.0,2023,email_00566,fname_00498,lname_00235
Arranged - private student accommodation,Leverage Edu,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,24.1,2023,email_01001,fname_00875,lname_00171
Arranged - private rental,On Campus (Aston),Bangladesh,LLB Law,18250.0,0,18250.0,No,No,Bangladeshi,Passed,3000.0,0.0,AST,22.3,2023,email_00891,fname_00771,lname_00799
Arranged - private rental,On Campus (Aston),Kuwait,BSc Accounting and Finance,18250.0,0,18250.0,No,No,Pakistani,Passed,3000.0,0.0,missing,18.9,2023,email_00216,fname_00142,lname_00450
,On Campus (Aston),United Kingdom,BSc Business and Management,18250.0,0,18250.0,No,No,Angolan,Passed,2000.0,0.0,missing,19.8,2023,email_00909,fname_01122,lname_00731
,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,40.1,2023,email_00085,fname_01083,lname_00029
,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,26.9,2023,email_01031,fname_00901,lname_00063
,IDP Education,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,29.5,2023,email_00072,fname_00029,lname_01014
,NCUK - UK,Algeria,BSc Business and Management,18250.0,0,18250.0,No,No,Algerian,Passed,3000.0,0.0,missing,18.8,2023,email_01220,fname_01197,lname_00944
,Du Hoc Kingstudy,Vietnam,MSc Investment Analysis,23500.0,0,23500.0,No,No,Vietnamese,Passed,3000.0,0.0,missing,22.7,2023,email_00857,fname_01131,lname_00669
,Elfiana Global Limited,Nigeria,MSc Human Resource Management,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,23.1,2023,email_00516,fname_00457,lname_00695
,Intake Education (ISC-UKEAS Ho Chi Minh),Vietnam,MSc Investment Analysis,23500.0,0,23500.0,No,No,Vietnamese,Failed,3000.0,0.0,missing,24.0,2023,email_01319,fname_00661,lname_00785
,IDP Education,India,MSc Psychology (Conversion),20700.0,0,20700.0,No,No,Indian,Passed,3000.0,0.0,missing,26.9,2023,email_00741,fname_00634,lname_00000
Not arranged - considering private rental,Study Affairs,Nigeria,MSc Business Analytics,23500.0,0,23500.0,No,Yes,Nigerian,Passed,11000.0,0.0,missing,34.4,2023,email_00261,fname_00800,lname_00271
,IDP Education,Iran; Islamic Republic of,MSc Mechanical Engineering,21500.0,0,21500.0,No,No,Iranian,Passed,3000.0,0.0,missing,24.1,2023,email_00340,fname_00329,lname_00310
,SAMS Global,Nigeria,MSc Business and Management,23500.0,0,23500.0,No,Yes,Nigerian,Failed,3000.0,0.0,missing,39.4,2023,email_00534,fname_00336,lname_00955
,Du Hoc Kingstudy,Vietnam,MSc Finance,23500.0,0,23500.0,No,No,Vietnamese,Passed,3000.0,0.0,missing,21.7,2023,email_00858,fname_01133,lname_00669
,CRIZAC inc. Gateway & UCOL,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,6352.0,0.0,missing,25.2,2023,email_01098,fname_00889,lname_00494
,On Campus (Aston),United Kingdom,BSc International Business and Management,18250.0,0,18250.0,No,No,Saudi Arabian,Passed,0.0,0.0,missing,24.9,2023,email_00779,fname_00667,lname_00075
Arranged - private student accommodation,SI-UK,India,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.1,2023,email_00063,fname_00019,lname_00973
,,Iran; Islamic Republic of,MSc Strategic Marketing Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Failed,3000.0,0.0,missing,43.9,2023,email_00399,fname_00332,lname_00419
,Knowledge Horizon,Saudi Arabia,Business School Research Degree Programme (PHD) - Full Time Internal,15800.0,0,15800.0,Yes (1 child),Yes,Saudi Arabian,Failed,0.0,0.0,missing,31.5,2023,email_01108,fname_00958,lname_00080
,GeeBee,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,4500.0,0.0,missing,23.0,2023,email_01219,fname_00536,lname_00897
,CRIZAC inc. Gateway & UCOL,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,4500.0,0.0,missing,21.9,2023,email_00604,fname_00529,lname_00387
,51Offer (iHorizon Group HK Limited),China,MSc Human Resource Management,23500.0,0,23500.0,No,No,Chinese,Failed,2000.0,0.0,missing,22.5,2023,email_00683,fname_00829,lname_00553
,NCUK - UK,Kenya,BSc Biomedical Science,20700.0,0,20700.0,No,No,Kenyan,Failed,20100.0,0.0,missing,20.6,2023,email_00292,fname_00229,lname_00608
,MyArman,Iran; Islamic Republic of,MSc Mechanical Engineering,21500.0,0,21500.0,No,No,Iranian,Passed,3000.0,0.0,missing,24.6,2023,email_00168,fname_00123,lname_00682
,Leverage Edu,India,MSc Sustainable Engineering - Full Time,21500.0,0,21500.0,No,No,Indian,Failed,3100.0,0.0,missing,27.2,2023,email_00944,fname_00418,lname_00779
,SI-UK,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,22.1,2023,email_00680,fname_00822,lname_00555
,AEC – Abroad Education Consultants,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Failed,11435.0,0.0,missing,28.2,2023,email_00210,fname_00136,lname_01052
,Leverage Edu,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3089.0,0.0,missing,28.6,2023,email_00714,fname_00606,lname_00913
,New Way Consultancy,Nigeria,MSc International Business,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,36.2,2023,email_00570,fname_00276,lname_00708
,SAMS Global,India,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Indian,Failed,3000.0,0.0,missing,30.8,2023,email_00320,fname_00815,lname_00000
Not arranged - considering university accommodation,Astolinks International,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,37.2,2023,email_00089,fname_00833,lname_00036
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,35.7,2023,email_01179,fname_00941,lname_00091
,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Failed,3030.0,0.0,missing,23.0,2023,email_00945,fname_00430,lname_00779
,Leverage Edu,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,11375.0,0.0,missing,24.1,2023,email_00163,fname_00101,lname_00945
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,25.8,2023,email_00605,fname_00529,lname_00651
,UniServ,Uganda,MSc Business and Management,23500.0,0,23500.0,No,No,Ugandan,Passed,0.0,0.0,missing,36.9,2023,email_00636,fname_00372,lname_00525
,GeeBee,India,MSc Business Analytics,22750.0,0,22750.0,No,No,Indian,Passed,0.0,0.0,missing,29.0,2023,email_00694,fname_00512,lname_00811
,Astolinks International,Ghana,MSc International Business,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,31.8,2023,email_00701,fname_00635,lname_00040
,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,26.7,2023,email_00629,fname_00543,lname_00779
,TGM Education,Ghana,MSc Engineering Management - Full Time,23500.0,0,23500.0,Yes (4 children),Yes,Ghanaian,Failed,0.0,0.0,missing,45.3,2023,email_00171,fname_00109,lname_00678
,Intake Education (ISC-UKEAS Ho Chi Minh),Vietnam,MSc Business Analytics,22750.0,0,22750.0,No,No,Vietnamese,Passed,0.0,0.0,missing,22.8,2023,email_01340,fname_01135,lname_00669
,CRIZAC inc. Gateway & UCOL,India,MSc Investment Analysis,22750.0,0,22750.0,No,No,Indian,Passed,3000.0,0.0,missing,29.2,2023,email_01045,fname_00918,lname_00105
,NCUK - UK,China,BSc Computer Science,21100.0,0,21100.0,No,No,Chinese,Failed,3000.0,0.0,missing,19.5,2023,email_00036,fname_01221,lname_01093
,CRIZAC inc. Gateway & UCOL,India,MSc Accounting and Finance,20500.0,3000,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,43.8,2023,email_00272,fname_00740,lname_00264
Arranged - private student accommodation,IDP Education,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,2000.0,0.0,missing,23.0,2023,email_01011,fname_01073,lname_01003
Not arranged - considering university accommodation,Jestone Education,Nigeria,MSc International Business,23500.0,0,23500.0,No,No,Nigerian,Passed,3000.0,0.0,missing,25.8,2023,email_00349,fname_00668,lname_00547
Arranged - private student accommodation,KC Overseas Education Pvt Ltd,India,MSc Supply Chain Management - Full Time,20500.0,3000,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,23.0,2023,email_01037,fname_00908,lname_00466
,Success Factor,Pakistan,MSc Business Analytics,20500.0,3000,0.0,No,No,Pakistani,Passed,3000.0,0.0,missing,27.1,2023,email_00523,fname_00802,lname_00512
,IDP Education,India,MSc Business and Management,20500.0,3000,0.0,No,No,Indian,Passed,3000.0,0.0,missing,22.3,2023,email_00140,fname_00078,lname_00505
,CRIZAC inc. Gateway & UCOL,Pakistan,MSc International Business,23500.0,0,23500.0,No,No,Pakistani,Passed,3024.0,0.0,missing,32.2,2023,email_00366,fname_00973,lname_00473
Not arranged - considering private rental,Westminster International,Nigeria,MSc Business and Management,23500.0,0,23500.0,No,No,Nigerian,Passed,22750.0,0.0,missing,25.2,2023,email_00244,fname_00034,lname_00204
,SI-UK,India,MSc Artificial Intelligence with Business Strategy - Full Time,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,21.4,2023,email_00785,fname_00671,lname_00013
,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence with Business Strategy - Full Time,20500.0,3000,0.0,No,No,Indian,Failed,10022.0,0.0,missing,33.0,2023,email_00662,fname_00566,lname_00000
,Edwise,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,22.3,2023,email_00973,fname_00851,lname_00813
,CRIZAC inc. Gateway & UCOL,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.6,2023,email_00606,fname_00528,lname_00821
,On Campus (Aston),Mauritania,BSc Business and Management,18250.0,0,18250.0,No,No,Mauritanian,Passed,3000.0,0.0,missing,18.6,2023,email_00282,fname_00223,lname_01007
,On Campus (Aston),United Kingdom,BSc International Business and Management,18250.0,0,18250.0,No,No,Hong Konger,Passed,3000.0,0.0,missing,17.8,2023,email_01077,fname_00557,lname_00552
Arranged - private student accommodation,GeeBee,India,Master of Business Administration,30000.0,0,30000.0,No,No,Indian,Passed,3000.0,0.0,missing,30.2,2023,email_00991,fname_00261,lname_01082
Not arranged - considering private rental,IDP Education,India,MSc Human Resource Management,20500.0,3000,0.0,No,Yes,Indian,Passed,3000.0,0.0,missing,28.5,2023,email_00598,fname_00524,lname_00505
,UKuni,Saudi Arabia,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Saudi Arabian,Failed,300.0,0.0,missing,28.7,2023,email_00665,fname_00886,lname_00082
,On Campus (Aston),United Kingdom,BSc Accounting and Finance,18250.0,0,18250.0,No,No,Vietnamese,Passed,3000.0,0.0,missing,19.1,2023,email_01317,fname_00866,lname_01023
,SI-UK,India,MSc Human Resource Management,23500.0,0,23500.0,Yes (1 child),Yes,Indian,Failed,3000.0,0.0,missing,33.7,2023,email_00232,fname_00181,lname_00000
Arranged - private rental,Elfiana Global Limited,Nigeria,MSc Business and Management,20500.0,3000,23500.0,Yes (1 child),Yes,Nigerian,Passed,3000.0,0.0,missing,31.6,2023,email_00681,fname_00664,lname_01039
,BMT,Nigeria,MSc International Business,20500.0,3000,0.0,No,No,Nigerian,Passed,3000.0,0.0,missing,37.3,2023,email_00369,fname_00304,lname_00439
,GeeBee,India,MSc Construction Management and Engineering - Full Time,18500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,23.0,2023,email_01166,fname_01011,lname_00653
,Intake Education,Nigeria,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,Yes,Nigerian,Passed,0.0,0.0,missing,21.5,2023,email_00396,fname_00689,lname_00348
Arranged - university accommodation,Intake Education,Ghana,MSc Investment Analysis,23500.0,0,23500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,26.7,2023,email_00200,fname_00274,lname_00127
,New Way Consultancy,Nigeria,MSc International Business,23500.0,0,23500.0,No,No,Nigerian,Passed,3000.0,0.0,missing,20.1,2023,email_01303,fname_01128,lname_00052
,Edvoy ,India,MSc Business and Management,20500.0,3000,0.0,No,No,Indian,Passed,3000.0,0.0,missing,27.1,2023,email_01097,fname_00948,lname_01057
,CRIZAC inc. Gateway & UCOL,India,MSc Economics,20500.0,3000,23500.0,No,No,Indian,Passed,9875.0,0.0,missing,22.4,2023,email_00138,fname_00075,lname_00586
,SI-UK,India,MSc International Business,20500.0,3000,0.0,No,No,Indian,Failed,6000.0,0.0,missing,28.4,2023,email_01008,fname_00879,lname_00234
,CRIZAC inc. Gateway & UCOL,India,MSc Supply Chain Management - Full Time,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,30.7,2023,email_00169,fname_00114,lname_00796
,SI-UK,India,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,25.6,2023,email_00640,fname_00481,lname_00935
,KC Overseas Education Pvt Ltd,India,MSc Data Analytics (including Professional Practice),24000.0,0,24000.0,No,No,Indian,Passed,3000.0,0.0,missing,22.6,2023,email_00849,fname_00428,lname_00667
,CRIZAC inc. Gateway & UCOL,India,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,21.1,2023,email_00784,fname_00076,lname_00610
,IDP Education,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,21.3,2023,email_00975,fname_00852,lname_00496
,AEC – Abroad Education Consultants,India,MSc Data Analytics - Full Time,21500.0,0,21500.0,No,No,Indian,Failed,3030.0,0.0,missing,22.6,2023,email_00994,fname_00098,lname_00810
,Krishna Consultants,India,MSc International Business,22750.0,0,22750.0,No,No,Indian,Passed,3000.0,0.0,missing,24.7,2023,email_00874,fname_00758,lname_00216
,GeeBee,India,MSc Information Systems & Business Analysis,22750.0,0,22750.0,No,No,Indian,Passed,3000.0,0.0,missing,22.9,2023,email_01227,fname_01054,lname_00786
,IDP Education,Pakistan,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Pakistani,Failed,0.0,0.0,missing,36.0,2023,email_00485,fname_01144,lname_00411
,Talib Consultancy (TCL Global),Saudi Arabia,Master of Business Administration,30000.0,0,30000.0,No,Yes,Saudi Arabian,Failed,0.0,0.0,missing,29.1,2023,email_00923,fname_00803,lname_00515
,AH & Z Associates,Saudi Arabia,MSc Human Resource Management,23500.0,0,23500.0,Yes (3 children),No,Saudi Arabian,Passed,0.0,0.0,missing,43.8,2023,email_00456,fname_00396,lname_00071
,NCUK - UK,China,BSc Logistics with Supply Chain Management,18150.0,0,18150.0,No,No,Chinese,Failed,0.0,0.0,missing,20.8,2023,email_00509,fname_01225,lname_00262
,Regal Uno Consulting,Nigeria,Postgraduate Diploma for Overseas Pharmacists,14950.0,0,14950.0,Yes (2 children),No,Nigerian,Passed,3000.0,0.0,missing,33.3,2023,email_00783,fname_00686,lname_00048
,NCUK - UK,Cyprus,MBChB Medicine,45550.0,0,45550.0,No,No,Iranian,Passed,0.0,0.0,missing,20.9,2023,email_00752,fname_00649,lname_00011
,CRIZAC inc. Gateway & UCOL,India,MSc Business Analytics (January),23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,26.3,2023,email_01188,fname_01032,lname_00217
,Regal Uno Consulting,Nigeria,MSc Business and Management,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,36.8,2023,email_01228,fname_00854,lname_00951
,SI-UK,India,MSc Sustainable Engineering (including Professional Practice),21000.0,3000,24000.0,No,No,Indian,Passed,3000.0,0.0,missing,26.0,2023,email_00480,fname_01025,lname_00391
,Info Edge India,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Passed,10000.0,0.0,missing,26.5,2023,email_00761,fname_00701,lname_00393
,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence with Business Strategy (including Professional Practice),26000.0,0,26000.0,No,No,Indian,Failed,3020.0,0.0,missing,27.2,2023,email_00422,fname_00728,lname_00367
,Study Across Globe,Nigeria,MSc Human Resource Management,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,45.6,2023,email_00912,fname_00770,lname_00733
,SI-UK,India,MSc Sustainable Business Operations Management (Full Time),23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,32.1,2023,email_00184,fname_00070,lname_00513
,Leverage Edu,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,31.8,2023,email_01262,fname_00191,lname_00976
,NCUK - UK,Myanmar,BSc Business and Management,18250.0,0,18250.0,No,No,Myanmarese,Passed,0.0,0.0,missing,19.1,2023,email_01092,fname_00948,lname_00948
,AEC – Abroad Education Consultants,India,MSc Human Resource Management,20500.0,3000,0.0,No,No,Indian,Failed,3030.0,0.0,missing,26.5,2023,email_00495,fname_00429,lname_00779
,Stephill Consults,Nigeria,MSc International Business,23500.0,0,23500.0,No,No,Nigerian,Failed,5000.0,0.0,missing,26.4,2023,email_00450,fname_00390,lname_00877
,Global Opportunities,India,MSc Business Analytics,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,20.9,2023,email_00182,fname_00251,lname_00958
,Global Opportunities,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,0.0,0.0,missing,32.9,2023,email_01215,fname_01100,lname_00983
,KC Overseas Education Pvt Ltd,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,22.3,2023,email_01111,fname_00962,lname_00779
,Leverage Edu,India,MSc Information Systems & Business Analysis,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,22.5,2023,email_00815,fname_00696,lname_00000
