Accommodation,Agent company name,Country,Course,Course Fee After Scholarships,Course Scholarships Applied,CourseFee,Dependant Children,Dependant Partner,Nationality,Recorded Video Interview,Student Deposit Amount,Uni Deposit Amount,University,age,dataset_year,email_proxy,first_name_proxy,last_name_proxy
,,Nigeria,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,Yes,Nigerian,Failed,3000.0,0.0,missing,24.7,2023,email_00913,fname_00797,lname_00710
,,Nigeria,MSc Artificial Intelligence with Business Strategy - Full Time,23500.0,0,23500.0,No,Yes,Nigerian,Failed,3000.0,0.0,missing,24.4,2023,email_00914,fname_01121,lname_00710
,,Nigeria,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,Yes,Nigerian,Passed,3000.0,0.0,missing,26.6,2023,email_00619,fname_00778,lname_00054
,,Cameroon,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Cameroonian,Passed,3000.0,0.0,missing,24.4,2023,email_00187,fname_00121,lname_00624
,,Saudi Arabia,MSc Crisis and Disaster Management,23500.0,0,23500.0,No,No,Saudi Arabian,Failed,2000.0,0.0,missing,34.2,2023,email_00123,fname_00538,lname_00083
,,Ghana,Business School Research Degree Programme (PHD) - Full Time Internal,15800.0,0,15800.0,No,No,Ghanaian,Passed,0.0,0.0,missing,26.1,2023,email_00357,fname_00289,lname_00397
,,Thailand,BSc Computer Science,21100.0,0,21100.0,No,No,Indian,Passed,0.0,0.0,missing,20.0,2023,email_00813,fname_00692,lname_00613
,,Ghana,MSc Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Passed,8000.0,0.0,missing,36.7,2023,email_00659,fname_00853,lname_00099
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,38.2,2023,email_00363,fname_00338,lname_00020
,,Nigeria,MSc International Business,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,34.7,2023,email_00642,fname_00534,lname_00692
Arranged - private student accommodation,,Zambia,BSc Business and Management,18250.0,0,18250.0,No,No,Zambian,Passed,3000.0,0.0,missing,19.0,2023,email_01296,fname_01123,lname_01090
Arranged - private student accommodation,,India,MSc Investment Analysis,23500.0,0,23500.0,No,No,Indian,Passed,2000.0,0.0,missing,25.8,2023,email_01187,fname_01033,lname_00935
,,Ghana,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Failed,3000.0,0.0,missing,33.5,2023,email_00567,fname_00502,lname_00807
,,India,Postgraduate Diploma for Overseas Pharmacists,14950.0,0,14950.0,No,No,Indian,Failed,3000.0,0.0,missing,28.2,2023,email_01000,fname_00052,lname_00016
,,Ghana,MSc Business and Management,23500.0,0,23500.0,Yes (1 child),Yes,Ghanaian,Failed,0.0,0.0,missing,29.8,2023,email_00277,fname_00209,lname_00681
,,Nigeria,MSc Business and Management,23500.0,0,23500.0,Yes (1 child),Yes,Nigerian,Failed,3000.0,0.0,missing,29.0,2023,email_00905,fname_01053,lname_00726
,,Afghanistan,MSc International Accounting and Finance,23500.0,0,23500.0,Yes (2 children),No,Afghan,Passed,3000.0,0.0,missing,33.7,2023,email_00487,fname_00425,lname_00198
Arranged - university accommodation,,Ghana,MSc Artificial Intelligence with Business Strategy - Full Time,23500.0,0,23500.0,No,No,Ghanaian,Passed,2000.0,0.0,missing,37.7,2023,email_00142,fname_00309,lname_00093
,,Ghana,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,24000.0,0,24000.0,Yes (1 child),Yes,Ghanaian,Passed,3000.0,0.0,missing,34.0,2023,email_00119,fname_00902,lname_00035
,,India,MSc Economics,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,20.3,2023,email_00600,fname_00525,lname_00536
Arranged - private student accommodation,,Ghana,MSc Artificial Intelligence (including Professional Practice),26000.0,0,26000.0,No,No,Ghanaian,Passed,0.0,0.0,missing,28.3,2023,email_00353,fname_00284,lname_00358
,,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,21.1,2023,email_00446,fname_00385,lname_00935
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,19.5,2023,email_01082,fname_00615,lname_00865
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,30.9,2023,email_00529,fname_00461,lname_01114
Not arranged - considering private rental,,Iran; Islamic Republic of,MSc Engineering Management - Full Time,23500.0,0,23500.0,Yes (1 child),Yes,Iranian,Passed,2000.0,0.0,missing,40.5,2023,email_00387,fname_00330,lname_00350
,,Iran; Islamic Republic of,MSc Sustainable Business Operations Management (Full Time),23500.0,0,23500.0,No,Yes,Iranian,Failed,3000.0,0.0,missing,32.6,2023,email_01276,fname_00627,lname_01000
,,Nigeria,MSc International Accounting and Finance,23500.0,0,23500.0,Yes (2 children),No,Nigerian,Failed,0.0,0.0,missing,39.0,2023,email_00122,fname_00496,lname_00066
,,Nigeria,MSc International Business,23500.0,0,23500.0,Yes (2 children),Yes,Nigerian,Failed,3000.0,0.0,missing,41.3,2023,email_01283,fname_00777,lname_00728
,,Iran; Islamic Republic of,MSc Civil Infrastructure Engineering - Full Time,21500.0,0,21500.0,Yes (2 children),Yes,Iranian,Passed,3000.0,0.0,missing,45.1,2023,email_00241,fname_00057,lname_00199
Not arranged - considering private rental,,Iran; Islamic Republic of,Master of Business Administration,30000.0,0,30000.0,Yes (2 children),Yes,Iranian,Passed,3000.0,0.0,missing,45.1,2023,email_00241,fname_00057,lname_00199
,,Iran; Islamic Republic of,MSc Engineering Management - Full Time,23500.0,0,23500.0,Yes (1 child),Yes,Iranian,Failed,3000.0,0.0,missing,39.9,2023,email_00460,fname_00398,lname_00046
,,Iran; Islamic Republic of,MSc Human Resource Management,23500.0,0,23500.0,Yes (1 child),Yes,Iranian,Passed,3000.0,0.0,missing,42.7,2023,email_01084,fname_00944,lname_00510
,,Iran; Islamic Republic of,MSc Business and Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Failed,3000.0,0.0,missing,30.1,2023,email_00709,fname_01000,lname_00625
Arranged - private rental,,Iran; Islamic Republic of,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Iranian,Passed,3000.0,0.0,missing,43.0,2023,email_00405,fname_00344,lname_00219
,,Iran; Islamic Republic of,MSc Human Resource Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Passed,3000.0,0.0,missing,42.4,2023,email_00672,fname_00574,lname_00062
,,Iran; Islamic Republic of,MSc Human Resource Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Failed,3000.0,0.0,missing,46.1,2023,email_00455,fname_00395,lname_00472
,,Iran; Islamic Republic of,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,Yes,Iranian,Passed,3000.0,0.0,missing,30.2,2023,email_01067,fname_00982,lname_00175
,,Iran; Islamic Republic of,MSc Drug Delivery,20700.0,0,20700.0,No,Yes,Iranian,Passed,3000.0,0.0,missing,35.0,2023,email_01112,fname_00963,lname_00399
,,Ghana,MSc International Business,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,39.1,2023,email_00358,fname_00290,lname_00236
,,Ghana,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,34.4,2023,email_00769,fname_00291,lname_00953
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,24.7,2023,email_00616,fname_00545,lname_00325
,,Iran; Islamic Republic of,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Iranian,Failed,3000.0,0.0,missing,24.3,2023,email_00704,fname_00599,lname_00354
,,Iran; Islamic Republic of,MSc Business and Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Failed,3000.0,0.0,missing,38.8,2023,email_00196,fname_00335,lname_00118
,,Iran; Islamic Republic of,MSc Business and Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Passed,3000.0,0.0,missing,42.2,2023,email_01214,fname_01047,lname_00507
,,Iran; Islamic Republic of,MSc Human Resource Management,23500.0,0,23500.0,Yes (2 children),Yes,Iranian,Failed,3000.0,0.0,missing,37.7,2023,email_01229,fname_00684,lname_00952
,,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,23.1,2023,email_01206,fname_00387,lname_00935
,,Ghana,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,34.3,2023,email_00536,fname_00656,lname_00751
,,India,MSc Pharmaceutical Sciences,20100.0,0,20100.0,No,No,Indian,Passed,3000.0,0.0,missing,23.7,2023,email_00201,fname_00133,lname_00352
,,Iran; Islamic Republic of,MSc Engineering Management - Full Time,23500.0,0,23500.0,No,Yes,Iranian,Passed,0.0,0.0,missing,26.5,2023,email_01399,fname_01214,lname_00891
,,Ghana,MSc Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Failed,31957.0,0.0,missing,30.3,2023,email_01350,fname_01165,lname_00131
,,Iran; Islamic Republic of,MSc Sustainable Engineering - Full Time,21500.0,0,21500.0,No,Yes,Iranian,Failed,0.0,0.0,missing,37.2,2023,email_00144,fname_00080,lname_00138
,,Iran; Islamic Republic of,MSc Human Resource Management,23500.0,0,23500.0,Yes (1 child),Yes,Iranian,Failed,0.0,0.0,missing,33.7,2023,email_01029,fname_01016,lname_01099
,,Norway,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Norwegian,Passed,0.0,0.0,missing,26.6,2023,email_00079,fname_00035,lname_00839
,,India,MSc International Business,18950.0,4550,23500.0,No,No,Indian,Passed,6500.0,0.0,missing,27.6,2023,email_01257,fname_01084,lname_00000
,,Nigeria,MSc Human Resource Management,23500.0,0,23500.0,No,No,Nigerian,Passed,3000.0,0.0,missing,34.7,2023,email_00760,fname_00791,lname_00297
,,India,MSc International Business,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,23.9,2023,email_00609,fname_00417,lname_00505
,,India,MSc International Business,20500.0,3000,0.0,No,No,Indian,Passed,3000.0,0.0,missing,23.0,2023,email_00959,fname_00838,lname_00935
,,India,MSc Entrepreneurship,20500.0,3000,0.0,No,No,Indian,Passed,2982.0,0.0,missing,28.2,2023,email_00398,fname_00329,lname_00000
,,India,MSc Business and Management,20500.0,3000,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,20.1,2023,email_00723,fname_00616,lname_00001
,,India,MSc Economics,20500.0,3000,0.0,No,No,Indian,Failed,3010.0,0.0,missing,23.0,2023,email_00691,fname_00584,lname_00001
,,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,21.5,2023,email_00270,fname_00243,lname_00260
,,India,MSc International Accounting and Finance,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,23.7,2023,email_00233,fname_00182,lname_00935
,,Nigeria,MSc Business Analytics,23500.0,0,23500.0,No,No,Nigerian,Failed,13000.0,0.0,missing,24.5,2023,email_00916,fname_00109,lname_00737
,,India,MSc Artificial Intelligence - Full Time,20500.0,3000,0.0,No,Yes,Indian,Passed,3000.0,0.0,missing,30.8,2023,email_01344,fname_01179,lname_00210
,,Ghana,MSc Entrepreneurship,20500.0,3000,0.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,37.6,2023,email_00304,fname_01068,lname_00284
Arranged - private rental,,Iran; Islamic Republic of,MSc Information Systems & Business Analysis,20500.0,3000,0.0,Yes (1 child),Yes,Iranian,Passed,3000.0,0.0,missing,42.5,2023,email_00452,fname_00391,lname_00398
,,Ghana,MSc Psychology (Conversion),17700.0,3000,0.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,41.3,2023,email_01236,fname_01060,lname_00201
,,Nigeria,MSc International Business,20500.0,3000,23500.0,No,Yes,Nigerian,Passed,3000.0,0.0,missing,41.9,2023,email_00073,fname_00380,lname_00101
,,Ghana,MSc Data Analytics - Full Time,18500.0,3000,0.0,No,No,Ghanaian,Failed,3000.0,0.0,missing,26.5,2023,email_00435,fname_00370,lname_00895
Not arranged - considering university accommodation,,Ghana,MSc Entrepreneurship,20500.0,3000,0.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,38.6,2023,email_00086,fname_00504,lname_00034
Arranged - staying with family,,Nigeria,MSc Psychology (Conversion),10200.0,10500,20700.0,No,Yes,Nigerian,Passed,3000.0,0.0,missing,27.7,2023,email_00580,fname_00286,lname_00800
,,Nigeria,MSc Business and Management,23500.0,0,23500.0,No,No,Nigerian,Failed,3000.0,0.0,missing,34.8,2023,email_00922,fname_00398,lname_00639
,,Ghana,MSc Artificial Intelligence with Business Strategy (including Professional Practice),26000.0,0,26000.0,No,No,Ghanaian,Passed,0.0,0.0,missing,26.3,2023,email_00421,fname_00533,lname_00366
,,Nigeria,MSc Psychology (Conversion),20700.0,0,20700.0,No,No,Nigerian,Failed,0.0,0.0,missing,31.6,2023,email_00915,fname_00788,lname_00755
,,Nigeria,MSc Strategy and International Business,20500.0,3000,23500.0,Yes (1 child),Yes,Nigerian,Failed,3000.0,0.0,missing,35.9,2023,email_01244,fname_00374,lname_00437
,,Nigeria,MSc Artificial Intelligence - Full Time,20500.0,3000,0.0,No,No,Nigerian,Passed,3000.0,0.0,missing,33.7,2023,email_00518,fname_00624,lname_00109
,,Iran; Islamic Republic of,MSc Investment Analysis,20500.0,3000,0.0,No,No,Iranian,Passed,3000.0,0.0,missing,31.9,2023,email_00227,fname_00176,lname_00415
,,Nigeria,MSc International Accounting and Finance,23500.0,0,23500.0,No,Yes,Nigerian,Failed,3000.0,0.0,missing,33.9,2023,email_00496,fname_00287,lname_00747
,,India,MSc Business and Management,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,23.4,2023,email_01003,fname_00875,lname_00536
Arranged - private rental,,Ghana,MSc International Accounting and Finance,20500.0,3000,0.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,26.5,2023,email_00894,fname_00776,lname_00687
Arranged - private student accommodation,,India,MSc Supply Chain Management - Full Time,20500.0,3000,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,26.7,2023,email_00339,fname_00272,lname_00654
,,Nigeria,MSc International Accounting and Finance,23500.0,0,23500.0,No,Yes,Nigerian,Failed,2000.0,0.0,missing,34.9,2023,email_00077,fname_00333,lname_00024
,,Ghana,MSc Human Resource Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,5000.0,0.0,missing,33.3,2023,email_01323,fname_01049,lname_01030
,,Saudi Arabia,LLM International Commercial Law,23500.0,0,23500.0,Yes (2 children),No,Saudi Arabian,Failed,0.0,0.0,missing,34.1,2023,email_00401,fname_00337,lname_00057
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3089.0,0.0,missing,27.0,2023,email_00873,fname_00757,lname_00925
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,25.5,2023,email_00383,fname_00312,lname_00098
,,Nigeria,MSc Sustainable Business Operations Management (Full Time),23500.0,0,23500.0,Yes (1 child),Yes,Nigerian,Failed,3000.0,0.0,missing,20.8,2023,email_01107,fname_00700,lname_00876
,,Ghana,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Passed,0.0,0.0,missing,30.4,2023,email_00896,fname_00656,lname_00750
,,Ghana,MSc Business and Management,20500.0,3000,0.0,No,No,Ghanaian,Passed,0.0,0.0,missing,34.0,2023,email_01280,fname_00632,lname_00116
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,21.3,2023,email_00975,fname_00852,lname_00496
Not arranged - considering private rental,,Iran; Islamic Republic of,MSc Human Resource Management,20500.0,3000,0.0,Yes (1 child),Yes,Iranian,Passed,3000.0,0.0,missing,39.0,2023,email_00765,fname_00658,lname_00263
,,Iran; Islamic Republic of,MSc Health Psychology,17700.0,3000,0.0,No,No,Iranian,Failed,3000.0,0.0,missing,38.0,2023,email_01406,fname_00601,lname_01106
Not arranged - considering private student accommodation,,Iran; Islamic Republic of,MSc International Business,20500.0,3000,0.0,Yes (1 child),Yes,Iranian,Passed,3000.0,0.0,missing,39.2,2023,email_00673,fname_00574,lname_00874
,,Ghana,MSc Supply Chain Management - Full Time,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,36.1,2023,email_00297,fname_00255,lname_00908
,,Ghana,MSc Accounting and Finance,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,29.3,2023,email_00420,fname_00354,lname_00088
,,Nigeria,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,24000.0,0,24000.0,No,No,Nigerian,Failed,0.0,0.0,missing,21.8,2023,email_00240,fname_00628,lname_00022
,,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,Yes,Indian,Failed,0.0,0.0,missing,26.7,2023,email_00948,fname_00825,lname_00000
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,22.4,2023,email_01212,fname_01076,lname_00935
,,Ghana,MSc Artificial Intelligence with Business Strategy - Full Time,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,45.7,2023,email_00406,fname_00345,lname_00417
,,India,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Indian,Passed,0.0,0.0,missing,23.0,2023,email_00448,fname_00386,lname_00595
,,Iran; Islamic Republic of,MSc Finance,23500.0,0,23500.0,Yes (1 child),No,Iranian,Passed,0.0,0.0,missing,34.3,2023,email_01402,fname_01218,lname_01102
,,India,MSc International Accounting and Finance,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,20.4,2023,email_00449,fname_00388,lname_00935
,,Nigeria,MSc Business Analytics,20500.0,3000,23500.0,No,Yes,Nigerian,Passed,3000.0,0.0,missing,33.9,2023,email_00928,fname_00665,lname_00756
,,Ghana,MSc Mechanical Engineering,21500.0,0,21500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,29.7,2023,email_01357,fname_00008,lname_00689
,,United Kingdom,MSc International Business,23500.0,0,23500.0,No,No,Chinese,Failed,3000.0,0.0,missing,23.0,2023,email_01019,fname_01215,lname_00244
,,Iran; Islamic Republic of,MSc Mechanical Engineering,18500.0,3000,0.0,No,No,Iranian,Passed,3000.0,0.0,missing,27.1,2023,email_00552,fname_00482,lname_00522
,,Ghana,MSc Information Systems & Business Analysis,20500.0,3000,0.0,No,No,Ghanaian,Failed,3000.0,0.0,missing,26.6,2023,email_01254,fname_01081,lname_00970
,,Iraq,MSc Sustainable Engineering - Full Time,18500.0,3000,0.0,Yes (1 child),Yes,Iraqi,Passed,7500.0,0.0,missing,27.6,2023,email_00789,fname_00677,lname_00864
,,Nigeria,MSc Artificial Intelligence (including Professional Practice),26000.0,0,26000.0,No,No,Nigerian,Failed,3000.0,0.0,missing,25.7,2023,email_00088,fname_00042,lname_01040
,,Denmark,MBChB Medicine,45550.0,0,45550.0,No,No,Indian,Passed,0.0,0.0,missing,18.3,2023,email_00030,fname_00064,lname_00782
,,Nigeria,MSc Applied Artificial Intelligence (including Professional Practice) - Full Time,24000.0,0,24000.0,No,No,Nigerian,Passed,3000.0,0.0,missing,34.1,2023,email_00974,fname_00799,lname_00049
,,Nigeria,MSc International Business,23500.0,0,23500.0,Yes (3 children),Yes,Nigerian,Failed,4500.0,0.0,missing,34.6,2023,email_00892,fname_00217,lname_00321
,,Iran; Islamic Republic of,MSc Business and Management,20500.0,3000,0.0,Yes (1 child),Yes,Iranian,Failed,3000.0,0.0,missing,43.8,2023,email_00393,fname_00324,lname_00866
,,Iran; Islamic Republic of,MSc Business Psychology,20500.0,3000,23500.0,No,No,Iranian,Failed,3000.0,0.0,missing,44.3,2023,email_01075,fname_00887,lname_00859
,,Nigeria,MSc Human Resource Management,23500.0,0,23500.0,No,Yes,Nigerian,Passed,4000.0,0.0,missing,38.1,2023,email_01064,fname_00199,lname_00026
,,Nigeria,MSc Business Analytics,23500.0,0,23500.0,No,No,Nigerian,Failed,0.0,0.0,missing,39.9,2023,email_00286,fname_00348,lname_00690
,,Ghana,MSc Human Resource Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,34.1,2023,email_00342,fname_01078,lname_00043
,,Ghana,MSc Entrepreneurship,23500.0,0,23500.0,No,Yes,Ghanaian,Failed,0.0,0.0,missing,30.2,2023,email_00390,fname_00347,lname_00039
,,Ghana,MSc International Business,23500.0,0,23500.0,No,No,Ghanaian,Passed,0.0,0.0,missing,31.2,2023,email_00821,fname_00463,lname_00751
,,Ghana,MSc Sustainable Engineering - Full Time,21500.0,0,21500.0,No,No,Ghanaian,Passed,0.0,0.0,missing,34.7,2023,email_00263,fname_00366,lname_00706
,,India,BSc Business and Management,18250.0,0,18250.0,No,No,Indian,Failed,3000.0,0.0,missing,22.2,2023,email_01354,fname_01172,lname_00000
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,20.9,2023,email_00323,fname_00826,lname_00949
,,Nigeria,MSc Information Systems & Business Analysis,23500.0,0,23500.0,No,No,Nigerian,Failed,0.0,0.0,missing,38.5,2023,email_00910,fname_00785,lname_00351
,,Iran; Islamic Republic of,MSc Business Analytics,20500.0,3000,0.0,Yes (2 children),Yes,Iranian,Passed,3000.0,0.0,missing,40.0,2023,email_00259,fname_00400,lname_00464
,,India,MSc Entrepreneurship,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,25.2,2023,email_00432,fname_00365,lname_00001
,,Nigeria,MSc Strategic Digital Marketing,23500.0,0,23500.0,Yes (1 child),Yes,Nigerian,Passed,0.0,0.0,missing,36.3,2023,email_00083,fname_00031,lname_00723
,,India,MSc Entrepreneurship,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,23.7,2023,email_01363,fname_01170,lname_00536
,,Ghana,MSc Accounting and Finance,20500.0,3000,23500.0,No,No,Ghanaian,Passed,3000.0,0.0,missing,25.3,2023,email_00531,fname_00462,lname_00120
,,Ghana,MSc Economics,23500.0,0,23500.0,No,No,Ghanaian,Passed,0.0,0.0,missing,31.0,2023,email_00989,fname_00253,lname_00808
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,25.3,2023,email_01126,fname_00981,lname_00000
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,21.3,2023,email_00939,fname_00819,lname_00505
,,India,BSc Marketing,18250.0,0,18250.0,No,No,Indian,Failed,3050.0,0.0,missing,19.5,2023,email_00565,fname_00497,lname_00000
,,India,MSc Human Resource Management,23500.0,0,23500.0,No,No,Indian,Passed,3000.0,0.0,missing,22.5,2023,email_00477,fname_00414,lname_00000
,,Nigeria,MSc Artificial Intelligence with Business Strategy - Full Time,23500.0,0,23500.0,No,No,Nigerian,Passed,3000.0,0.0,missing,23.7,2023,email_00325,fname_00254,lname_00019
,,Ghana,MSc Engineering Management - Full Time,20500.0,3000,0.0,No,No,Ghanaian,Failed,3000.0,0.0,missing,32.0,2023,email_00436,fname_00370,lname_00097
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,25.1,2023,email_00809,fname_01107,lname_00626
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,29.8,2023,email_00269,fname_00300,lname_00688
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,29.5,2023,email_00940,fname_00820,lname_00935
,,Bangladesh,MSc Accounting and Finance,23500.0,0,23500.0,No,Yes,Bangladeshi,Failed,0.0,0.0,missing,29.7,2023,email_00908,fname_00782,lname_00817
,,Ghana,MSc Business and Management,23500.0,0,23500.0,No,No,Ghanaian,Failed,0.0,0.0,missing,26.3,2023,email_00926,fname_00299,lname_00102
,,India,BSc Computer Science,21100.0,0,21100.0,No,No,Indian,Failed,3000.0,0.0,missing,20.9,2023,email_00727,fname_00618,lname_00000
,,India,BSc Business and Management,18250.0,0,18250.0,No,No,Indian,Failed,3000.0,0.0,missing,22.1,2023,email_01041,fname_00912,lname_00000
,,India,MSc Economics,23500.0,0,23500.0,No,No,Indian,Failed,6000.0,0.0,missing,19.1,2023,email_00611,fname_00838,lname_00505
,,Jordan,MSc Pharmacokinetics,20700.0,0,20700.0,No,No,Jordanian,Passed,0.0,0.0,missing,26.7,2023,email_01292,fname_01116,lname_00374
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Passed,0.0,0.0,missing,29.8,2023,email_00222,fname_00174,lname_00000
,,India,MSc Artificial Intelligence - Full Time,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,25.5,2023,email_00189,fname_00122,lname_00000
,,India,MSc Business and Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,21.4,2023,email_00162,fname_00100,lname_00830
,,India,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,25.4,2023,email_01081,fname_00943,lname_00000
,,India,MSc International Accounting and Finance,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,23.1,2023,email_01002,fname_00875,lname_00001
,,India,MSc International Business,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,24.4,2023,email_01124,fname_00976,lname_00001
,,India,MSc Entrepreneurship,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,27.0,2023,email_01053,fname_00893,lname_00001
,,India,BSc Business and Management,18250.0,0,18250.0,No,No,Indian,Failed,3000.0,0.0,missing,22.2,2023,email_00881,fname_00763,lname_00000
,,India,MSc Artificial Intelligence - Full Time,23500.0,0,23500.0,No,No,Indian,Failed,0.0,0.0,missing,23.8,2023,email_00105,fname_00049,lname_00536
,,India,MSc Artificial Intelligence - Full Time,20500.0,3000,0.0,No,No,Indian,Failed,3000.0,0.0,missing,28.7,2023,email_01021,fname_00890,lname_00830
,,India,MSc Strategic Marketing Management,23500.0,0,23500.0,No,No,Indian,Failed,3000.0,0.0,missing,24.9,2023,email_01089,fname_00947,lname_00000
,On Campus (Aston),United Kingdom,BSc Business and Management,18250.0,0,18250.0,No,Yes,Saudi Arabian,Passed,0.0,0.0,missing,29.7,2023,email_00850,fname_00012,lname_00076
,IDP Education,India,Business School Research Degree Programme (PHD) - Full Time Internal,15800.0,0,15800.0,No,No,Indian,Passed,0.0,0.0,missing,31.8,2023,email_01386,fname_01199,lname_00909
Arranged - university accommodation,MyArman,Iran; Islamic Republic of,BSc Business and Management,18250.0,0,18250.0,No,No,Iranian,Passed,17750.0,0.0,missing,19.7,2023,email_01153,fname_00127,lname_00912
,,Botswana,BSc International Business and Management,18250.0,0,18250.0,No,No,Motswana,Passed,0.0,0.0,missing,19.6,2023,email_00670,fname_00591,lname_00315
,On Campus (Aston),United Kingdom,BSc Business and Supply Chain Management,18150.0,0,18150.0,No,No,Saudi Arabian,Failed,0.0,0.0,missing,20.7,2023,email_01269,fname_00984,lname_00074
,On Campus (Aston),China,BSc Business and Management,18250.0,0,18250.0,No,No,Chinese,Passed,3000.0,0.0,missing,19.4,2023,email_01373,fname_00394,lname_01076
,On Campus (Aston),China,BSc Business and Management,18250.0,0,18250.0,No,No,Chinese,Passed,0.0,0.0,missing,18.9,2023,email_00630,fname_00865,lname_00368
,Talib Consultancy (TCL Global),Kuwait,MSc Pharmaceutical Sciences,20700.0,0,20700.0,No,No,Kuwaiti,Failed,0.0,0.0,missing,22.6,2023,email_00918,fname_00795,lname_00064
